timestamp,cost
1477886788.0,2.340000355616212e-05
1477887010.0,4.1399995097890496e-05
1477887340.0,3.7299992982298136e-05
1477887624.0,2.81000102404505e-05
1477888040.0,1.7999991541728377e-05
1477888401.0,3.060000017285347e-05
1477888505.0,1.2600008631125093e-05
1477888896.0,3.480000304989517e-05
1477889112.0,6.499991286545992e-06
1477889403.0,2.9399991035461426e-05
1477889822.0,1.2300006346777081e-05
1477890064.0,8.200004231184721e-06
1477890519.0,2.379997749812901e-05
1477890679.0,3.6999990697950125e-06
1477891109.0,2.020000829361379e-05
1477891303.0,4.0000013541430235e-06
1477891547.0,0.0006321000109892339
1477891832.0,3.350002225488424e-05
1477892428.0,2.8700014809146523e-05
1477892794.0,1.9700004486367106e-05
1477893176.0,1.1900003300979733e-05
1477893372.0,1.58999755512923e-05
1477893705.0,2.0400009816512465e-05
1477894166.0,4.1000021155923605e-06
1477894246.0,4.0000013541430235e-06
1477894513.0,1.9099999917671084e-05
1477894831.0,1.3699987903237343e-05
1477895114.0,1.6300007700920105e-05
1477895402.0,1.4299992471933365e-05
1477895766.0,7.399998139590025e-06
1477896226.0,6.499991286545992e-06
1477896318.0,3.9000005926936865e-06
1477896696.0,1.0099989594891667e-05
1477896931.0,3.9000005926936865e-06
1477897258.0,7.299997378140688e-06
1477897661.0,4.0000013541430235e-06
1477898197.0,6.699992809444666e-06
1477898479.0,3.5999983083456755e-06
1477898839.0,4.0000013541430235e-06
1477899164.0,8.400005754083395e-06
1477899353.0,4.4000043999403715e-06
1477899725.0,6.799993570894003e-06
1477899904.0,3.9000005926936865e-06
1477900239.0,1.0899995686486363e-05
1477900515.0,7.800001185387373e-06
1477901044.0,1.0799994925037026e-05
1477901622.0,4.1000021155923605e-06
1477901775.0,7.499998901039362e-06
1477902037.0,8.400005754083395e-06
1477902446.0,4.2000028770416975e-06
1477902705.0,1.1200027074664831e-05
1477903472.0,1.0899995686486363e-05
1477903503.0,6.499991286545992e-06
1477904033.0,2.9699993319809437e-05
1477904264.0,7.499998901039362e-06
1477905546.0,4.6000059228390455e-06
1477905888.0,4.1000021155923605e-06
1477906286.0,3.9000005926936865e-06
1477906569.0,6.399990525096655e-06
1477907021.0,2.449998282827437e-05
1477907160.0,4.0000013541430235e-06
1477907403.0,6.400019628927112e-06
1477907726.0,3.5999983083456755e-06
1477908059.0,1.1199997970834374e-05
1477908388.0,1.3599987141788006e-05
1477908601.0,1.759998849593103e-05
1477908903.0,2.0800012862309813e-05
1477909498.0,1.6200006939470768e-05
1477909501.0,6.700021913275123e-06
1477909813.0,2.3300002794712782e-05
1477910104.0,3.199998172931373e-05
1477910429.0,1.0799994925037026e-05
1477910715.0,1.7600017599761486e-05
1477911010.0,2.0299979951232672e-05
1477911309.0,2.720000338740647e-05
1477911601.0,3.4199998481199145e-05
1477911953.0,2.2899999748915434e-05
1477912219.0,3.8300000596791506e-05
1477912550.0,4.569999873638153e-05
1477912834.0,2.8499984182417393e-05
1477913138.0,5.370000144466758e-05
1477913407.0,4.149999585933983e-05
1477913713.0,5.7600002037361264e-05
1477914029.0,6.520000169984996e-05
1477914308.0,6.580000626854599e-05
1477914617.0,8.679999154992402e-05
1477914910.0,5.7199998991563916e-05
1477915201.0,0.00010989999282173812
1477915501.0,4.33000095654279e-05
1477915812.0,6.299998494796455e-05
1477916112.0,7.579999510198832e-05
1477916402.0,5.329999839887023e-05
1477916711.0,0.00010610002209432423
1477917021.0,5.630002124235034e-05
1477917305.0,8.219998562708497e-05
1477917611.0,0.00010679999832063913
1477917932.0,5.750000127591193e-05
1477918214.0,3.200001083314419e-05
1477918502.0,0.00013860000763088465
1477918809.0,0.00013200001558288932
1477919103.0,0.00010389997623860836
1477919409.0,0.00011310001718811691
1477919700.0,8.589998469687998e-05
1477920014.0,9.720001253299415e-05
1477920308.0,0.00016150000737980008
1477920613.0,0.00012420001439750195
1477920905.0,0.00011170000652782619
1477921206.0,8.979998528957367e-05
1477921517.0,0.00011419999646022916
1477921804.0,0.00015159999020397663
1477922127.0,0.0001446999958716333
1477922408.0,0.0001419000036548823
1477922711.0,0.00010920001659542322
1477923025.0,0.00010839998139999807
1477923338.0,7.929999264888465e-05
1477923604.0,7.890001870691776e-05
1477923924.0,0.00013509998098015785
1477924207.0,6.770002073608339e-05
1477924508.0,8.040000102482736e-05
1477924805.0,0.00010040000779554248
1477925100.0,0.00011799999629147351
1477925408.0,0.0001066999975591898
1477925704.0,0.00011600001016631722
1477926008.0,0.000152299995534122
1477926307.0,6.819999543949962e-05
1477926603.0,3.339999238960445e-05
1477926905.0,0.0001584000128787011
1477927218.0,0.00019449999672360718
1477927501.0,0.00018179998733103275
1477927828.0,0.00019099999917671084
1477928105.0,0.0002401999954599887
1477928410.0,0.0003305000136606395
1477928735.0,0.00018060000729747117
1477929022.0,0.00016820000018924475
1477929301.0,0.0001407999952789396
1477929603.0,0.00011379999341443181
1477929900,0.02600499999243766
1477930201,0.26879440000629984
1477930500.0,0.19142620000639
1477930803.0,0.2950875999813434
1477931100,0.3142604000167921
1477931400,0.3161221999907866
1477931702,0.2837744999851566
1477932002.0,0.2598227999988012
1477932301,0.3074254000093788
1477932600,0.3869907000043895
1477932901,0.4001947999931872
1477933200,0.4913345999957528
1477933508,0.27055149999796413
1477933804.0,0.37331059999996796
1477934100,0.3361123999929987
1477934401.0,0.4299198999942746
1477934701,0.3405000999919139
1477935004,0.3114664000167977
1477935300.0,0.2902307999902405
1477935612.0,0.4519348999892827
1477935909,0.3579829000227619
1477936203,0.26428719999967143
1477936501,0.591148500010604
1477936804,0.9207425999920815
1477937100,0.3554334999935236
1477937400.0,0.6854094000009354
1477937703.0,0.2524734999751672
1477938013,0.25536640000063926
1477938300,0.3223666000121739
1477938600.0,0.37728769998648204
1477938902,0.29490020000957884
1477939202,0.44000830000732094
1477939514,0.5603727000125218
1477939814,0.5152166000043508
1477940103.0,0.5578071999771055
1477940413.0,0.3098728000186384
1477940700,0.09828889998607337
1477941000,0.5061376999947242
1477941300,0.3048611999838613
1477941601,0.3237871000019368
1477941901,0.40229090000502765
1477942200.0,0.23698079999303445
1477942505.0,0.2721089000115171
1477942805.0,0.18652920000022277
1477943118.0,0.2460676000046078
1477943401,0.2541577000229154
1477943704.0,0.5408331999788061
1477944001,0.6314484000031371
1477944310.0,0.31937959999777377
1477944610,0.4893943000060972
1477944903,0.47324510000180453
1477945210.0,0.6264718000020366
1477945507,0.4153404000098817
1477945801,0.4859944999916479
1477946103,0.2683958999987226
1477946422.0,0.3271598000137601
1477946706.0,0.26817339999252
1477947001.0,0.46993349998956546
1477947304.0,0.3466781000024639
1477947603.0,0.2829874999879394
1477947902.0,0.3622050000121817
1477948201,0.5387626999872737
1477948504.0,0.2642735000117682
1477948800.0,0.37736809998750687
1477949107.0,0.2517232999962289
1477949400,0.15985349999391474
1477949701,0.4367389999970328
1477950003.0,0.4427879999857396
1477950301,0.4562101000046823
1477950607,0.40064790000906214
1477950909,0.275287099997513
1477951206.0,0.4768020999908913
1477951502,0.3557069000089541
1477951809.0,0.3889993999910075
1477952103.0,0.7605031999992207
1477952409.0,0.5099704999884125
1477952703,0.705144300009124
1477953019,1.176396399998339
1477953309,1.1164525999920443
1477953603,0.6637476999894716
1477953905,0.8052147999987938
1477954200,0.7267717000213452
1477954501.0,1.2990601999918
1477954800.0,2.0730738999845926
1477955101.0,0.6721209000097588
1477955400,2.0453125000058208
1477955701,2.311523299984401
1477956000,2.536806499992963
1477956303,2.584574500011513
1477956601,4.1284982999786735
1477956900,3.206252600008156
1477957200,4.361139599990565
