timestamp,latency
1477985076,0.0001518000790383
1477986200,0.3538913996890187
1477988801,1.7799960914999247e-05
1477966988,0.0001285999605897
1478007918,8.439997327513993e-05
1477999665,0.0509151000005658
1477979221,0.0007249998743645
1478003256,0.0002113999507855
1477979662,0.2005485004046932
1477987980,0.0006524997297674
1477994684,0.2221629000559914
1477998502,0.0003461998712737
1477990725,0.0921833999746013
1477956847,0.0407232997240498
1477982573,0.0008723001810722
1477958370,0.0014492002956103
1478000283,0.2961937999352813
1477932210,6.06999674346298e-05
1478004022,0.7913452003558632
1478005144,0.0001267999468836
1477968202,2.3599975975230336e-05
1477965557,0.035167900059605
1477968967,0.0267209998855832
1478005391,2.264536800328642
1477999173,0.0317293999833054
1478014406,0.3644868998089805
1477968849,8.799985516816378e-05
1477985603,0.0020418997737579
1477989110,0.0052550003747455
1477945133,0.0002373999450355
1477994285,0.0003272001049481
1477992880,0.1608972000831272
1477980708,0.1514868001104332
1477935320,0.0001163999259006
1477991134,0.0014728001551702
1477977023,0.0007233001524582
1477965839,0.0001434999285265
1477972997,0.1315745000320021
1477992774,1.4251542999700175
1478005053,0.0004087999404873
1477962096,0.0225558998645283
1478012137,8.69997893460095e-06
1478004414,0.0485936000186484
1478007469,2.14999308809638e-05
1477969016,0.2170890000998042
1477970776,0.0015430002531502
1477965245,0.0002471001062076
1477983251,0.019665800005896
1478005739,3.090000245720148e-05
1478008923,0.0007210000185295
1477987190,4.01001307182014e-05
1477989326,0.4763073000067379
1478006271,0.0001888000406324
1477978641,0.0001582000986672
1477993683,1.4486693995713722
1477990476,0.0020374999439809
1477967435,0.2528912999550812
1478012926,0.0002598000282887
1478014627,0.3421688001253642
1477958292,0.0197370001696981
1477981759,0.4114378996018786
1477984410,2.500019036233425e-06
1477999907,0.8907022000348661
1477973795,0.0003854000533465
1477989777,0.000133000256028
1477994203,1.4299992471933363e-05
1477971740,0.0013816998980473
1477973152,0.0013714999367948
1477984789,0.0001270998327527
1477968469,0.0063152000075206
1477984313,0.001527500222437
1477952340,8.0699915997684e-05
1478003279,1.176850599760655
1477990008,4.2899977415800095e-05
1477979403,8.400034857913852e-06
1477961688,0.0001347000943496
1477963696,0.1783134000434074
1477966009,0.0003550003748387
1477976632,0.0010777999414131
1477973075,0.0001042001240421
1477968531,0.0004278999695088
1477963344,0.1267459003429394
1477983914,0.0001226998283527
1477994875,0.055607900081668
1477990703,0.0838670000084675
1477987667,0.0001635999651625
1478002412,0.255802700005006
1477984747,0.0020161998691037
1478012063,0.0003987998643424
1477957765,0.0070931999653112
1477992791,2.390003646723926e-05
1477967407,0.005529199988814
1477985638,0.3787781001883559
1478005967,2.050003968179226e-05
1477932946,3.180003841407597e-05
1477949114,0.000131699925987
1477990446,0.2819566000544
1477990385,0.0008634999103378
1478003224,6.999992183409631e-05
1478007303,0.0001716999395284
1477960623,0.0533569002582225
1477955302,4.209994222037494e-05
1477968582,0.080524699849775
1477971974,7.660005940124393e-05
1477974327,0.1943051997513976
1477993620,0.5290958000114188
1477986191,0.1492973998538218
1477982509,0.4188100000028498
1477993659,0.3381941000407096
1477973350,0.0004817999142687
1477989983,0.4464788999757729
1478014782,0.5185709001088981
1478000856,0.001612900145119
