timestamp,update_cost
1477983600,1.4999823179095984e-06
1477983600,0.001323099975707
1477987200,1.7999846022576094e-06
1477965600,3.4999975468963385e-06
1478005200,2.00001522898674e-06
1477998000,0.002528799988795
1477976400,1.800013706088066e-06
1478001600,1.00000761449337e-06
1477976400,9.200000204145908e-05
1477987200,1.800013706088066e-06
1477994400,0.0025568999990355
1477998000,1.1999800335615871e-06
1477987200,0.0008750999986659
1477954800,9.60001489147544e-06
1477980000,1.500011421740055e-06
1477954800,2.200016751885414e-06
1477998000,0.0004121999954804
1477929600,9.00006853044033e-07
1478001600,0.0050204000144731
1478001600,1.5999830793589354e-06
1477965600,1.4999823179095984e-06
1477962000,0.0005412999889813
1477965600,0.0003228000132367
1478005200,0.0003295999777037
1477998000,0.0011502999986987
1478012400,0.0010507999977562
1477965600,2.6999914553016424e-06
1477983600,4.3000036384910345e-06
1477987200,3.699999069795013e-06
1477944000,1.400010660290718e-06
1477990800,1.400010660290718e-06
1477990800,0.0023305999930016
1477980000,0.0007242000137921
1477933200,2.599990693852305e-06
1477990800,2.300017513334751e-06
1477976400,1.7999846022576094e-06
1477965600,2.1999876480549574e-06
1477972800,0.0023351999989245
1477990800,0.0009544999920763
1478001600,1.6999838408082724e-06
1477962000,0.0001624999858904
1478008800,2.4999899324029684e-06
1478001600,0.0014996000099927
1478005200,1.400010660290718e-06
1477965600,0.0004965999978594
1477969200,2.3999891709536314e-06
1477962000,1.0999792721122503e-06
1477980000,0.0011624999751802
1478005200,1.200009137392044e-06
1478008800,1.500011421740055e-06
1477983600,8.999777492135763e-07
1477987200,0.0014261000033002
1478005200,1.700012944638729e-06
1477976400,1.4999823179095984e-06
1477990800,0.0021737999923061
1477987200,2.3999891709536314e-06
1477965600,0.0008214999979827
1478012400,1.2999807950109243e-06
1478012400,0.0047841999912634
1477954800,0.0001437000173609
1477980000,0.0002181000018026
1477983600,1.00000761449337e-06
1477998000,0.0018919000285677
1477972800,1.700012944638729e-06
1477987200,7.00005330145359e-07
1477990800,1.200009137392044e-06
1477969200,1.999986125156284e-06
1477972800,1.7999846022576094e-06
1477983600,1.2999807950109243e-06
1477965600,0.0003925999917555
1477983600,2.599990693852305e-06
1477951200,1.3999815564602611e-06
1478001600,0.003757400001632
1477987200,1.700012944638729e-06
1477976400,9.00006853044033e-07
1477958400,9.00006853044033e-07
1477962000,0.0001399999891873
1477965600,1.100008375942707e-06
1477976400,2.300017513334751e-06
1477972800,1.300009898841381e-06
1477965600,1.800013706088066e-06
1477962000,5.149998469278216e-05
1477983600,1.4999823179095984e-06
1477994400,0.0100431000173557
1477987200,0.0075098000233992
1477987200,1.400010660290718e-06
1478001600,0.0048372999881394
1477983600,2.200016751885414e-06
1478008800,1.8999853637069464e-06
1477954800,0.0001182999985758
1477990800,1.1999800335615871e-06
1477965600,0.0003244999970775
1477983600,0.0007190000033006
1478005200,1.400010660290718e-06
1477929600,6.00004568696022e-07
1477947600,1.700012944638729e-06
1477987200,0.0008219000010285
1477987200,1.8999853637069464e-06
1478001600,1.2999807950109243e-06
1478005200,1.100008375942707e-06
1477958400,1.9500002963468432e-05
1477954800,6.00004568696022e-07
1477965600,0.0003299999807495
1477969200,1.300009898841381e-06
1477972800,0.0004716000112239
1477990800,0.000812299986137
1477983600,0.0008598999993409
1477980000,0.0014144000015221
1477990800,0.001459099992644
1477972800,1.3999815564602611e-06
1477987200,0.0018465999746695
1478012400,0.0016761000151745
1477998000,2.400018274784088e-06
1477958400,1.500011421740055e-06
1477976400,2.200016751885414e-06
1477983600,8.00006091594696e-07
1477990800,0.0003552999987732
1477983600,1.500011421740055e-06
1477965600,1.300009898841381e-06
1477972800,0.0003451000084169
1477962000,1.4999823179095984e-06
1477976400,0.0005621000018436
1477976400,1.600012183189392e-06
1477958400,1.500011421740055e-06
1477994400,0.0013407999940682
1477958400,4.640000406652689e-05
1477980000,1.4999823179095984e-06
1478005200,1.100008375942707e-06
1478008800,1.600012183189392e-06
1477958400,2.100015990436077e-06
1477990800,1.100008375942707e-06
1477965600,0.0010759999859146
1477951200,0.0001183999993372
1477962000,7.00005330145359e-07
1477983600,1.9000144675374031e-06
1477958400,0.000100699980976
1477987200,0.0011710000107996
